user_id;sex;age;university;graduation_year
3412;Муж;39;БГАРФ;2000
3413;Муж;29;КГТУ;N/A
3414;Жен;37;МГГУ;N/A
3415;Муж;31;СПбГУАП;N/A
3417;Муж;34;СПбГПУ Политех;2004
3418;Муж;24;СПбГЭТУ;2015
3419;Муж;38;С;2001
3420;Муж;33;ОмГУПС;N/A
3421;Муж;33;УГТУ;N/A
3422;Муж;38;УдГУ;N/A
3423;Муж;28;МГТУ им. Носова;2010
3424;Муж;27;УрГЭУ;2011
3426;Жен;38;РГПУ им. Герцена;2000
3427;Муж;47;УрГПУ;1996
3428;Муж;30;УрГУПС;2010
3429;Муж;49;СПбГУ;N/A
3432;Муж;31;СГА;2007
3433;Муж;37;УдГУ;N/A
3434;Муж;52;МГТУ им. Носова;1987
3437;Жен;56;ВятГСХА;N/A
3438;Муж;56;КузГТУ;1982
3439;Жен;37;НГТУ;2001
3440;Жен;55;ВятГУ;1983
3441;Жен;26;ВятГУ;2013
3444;Жен;59;НГТУ;1981
3448;Муж;23;ТюмГУ;2015
3450;Жен;45;ХТИ;N/A
3451;Муж;35;ТоГУ;2003
3452;Жен;36;НГТУ;2003
3453;Муж;25;АмГУ;2012
3454;Жен;31;ТУСУР;2007
3455;Муж;25;НГАУ;2013
3456;Жен;22;ВГУЭС;2015
3457;Муж;36;ВГУЭС;2002
3459;Муж;28;НГТУ;N/A
3460;Жен;26;СГА;2013
3462;Муж;36;РГУНГ им. Губкина;2006
3465;Муж;32;ТоГУ;2008
3466;Муж;30;ДВГУПС;2008
3467;Жен;42;НГУЭУ;N/A
3468;Муж;43;ВВВУТ;1995
3469;Муж;36;АмГУ;2012
3470;Муж;32;МГУС / РГУТиС;2004
3472;Муж;35;ТвГУ;2003
3473;Муж;27;ТоГУ;N/A
3475;Муж;43;ДВФУ;1995
3476;Муж;30;СГА;2010
3477;Муж;27;МГАУ им. Горячкина;2011
3478;Муж;26;Первый МГМУ им. И.М. Сеченова;2013
3479;Муж;50;КГПУ им. В.П. Астафьева;1993
3480;Муж;21;МИРЭА;N/A
3481;Муж;49;НГТУ;1989
3482;Муж;42;ДВГУПС;1998
3483;Жен;26;ДВГУПС;2012
3484;Жен;39;АмГУ;1999
3485;Жен;36;МГЮА;2002
3486;Муж;41;МГУИЭ;1998
3487;Жен;38;РГГРУ;2000
3488;Муж;33;МГГУ;2007
3490;Муж;60;ТюмГАСУ;N/A
3491;Муж;26;ЕГУ им. Бунина;2007
3492;Муж;29;МГУЛ;2010
3493;Муж;39;ТГУ им. Державина;2000
3494;Муж;52;АУ МВД РФ;2003
3495;Муж;43;ДВГУПС;N/A
3497;Жен;36;ДВФУ;2003
3499;Жен;43;ОГАУ;N/A
3500;Муж;24;РГРТУ;2014
3501;Муж;56;МЭИ;1987
3503;Муж;34;РГУНГ им. Губкина;2005
3504;Муж;42;ЕГУ им. Бунина;2007
3506;Муж;34;ЛГПУ;N/A
3507;Жен;59;ИвГУ;1979
3508;Муж;33;МГИУ;2008
3510;Жен;43;МПГУ;N/A
3511;Муж;35;ВМИРЭ;2003
3512;Жен;34;ТУСУР;2004
3513;Жен;58;МИИГАиК;N/A
3515;Муж;54;МФТИ;1985
3516;Жен;32;РЭА им. Г. В. Плеханова;2006
3517;Муж;29;МГИМО;2011
3519;Муж;44;МИП;2012
3520;Муж;37;МГТУ им. Баумана;1999
3521;Муж;44;МИИГАиК;1996
3522;Муж;31;МИЭМ;2007
3523;Муж;36;МФЮА;2009
3524;Муж;50;МГУ;1993
3526;Муж;36;РУДН;1999
3527;Жен;32;РГСУ;2007
3528;Жен;33;МИТХТ;2006
3530;Муж;31;"МГТУ ""МАМИ""";2007
3531;Муж;32;РГАТА;2006
3532;Муж;47;МАДГТУ;1992
3533;Жен;34;МАЭП;2006
3534;Муж;33;ГУУ;N/A
3535;Муж;34;МГУ;2004
3536;Муж;29;МГАКХиС;2012
3537;Муж;40;"МГТУ ""МАМИ""";1998
3538;Муж;33;МИРЭА;N/A
3539;Муж;51;ВМИРЭ;1993
3540;Муж;41;МИП;N/A
3542;Жен;34;МАДИ;2005
3543;Муж;36;МИЭП;2003
3545;Муж;26;МГАКХиС;2014
3546;Муж;25;НИУ ВШЭ;2013
3548;Муж;35;СГА;2007
3549;Муж;27;МГИУ;2011
3550;Муж;50;ИрГТУ;N/A
3552;Жен;39;КГМУ;2010
3553;Муж;49;КФУ;N/A
3554;Муж;36;МГУС / РГУТиС;N/A
3555;Муж;41;МГУ;2010
3557;Жен;34;МАО;2004
3558;Муж;47;СПбГУ;1999
3560;Муж;46;ТГТУ;1992
3561;Жен;41;МГУТУ;N/A
3562;Муж;44;МГСУ-МИСИ;1996
3565;Жен;26;НИЯУ МИФИ;2012
3566;Муж;39;МГУП;1999
3567;Муж;49;МГУ;N/A
3569;Муж;47;МАДИ;1993
3570;Муж;29;МИИГАиК;N/A
3571;Муж;32;"МГТУ ""МАМИ""";2009
3572;Муж;26;МГУПИ;2012
3573;Жен;41;РГСУ;2003
3576;Муж;26;МБИ;2013
3579;Муж;30;МАДИ;2008
3581;Муж;46;МАДИ;N/A
3582;Муж;30;КГЭУ;2013
3583;Муж;35;ИМПЭ им. Грибоедова;2004
3584;Жен;36;СГЮА;2002
3585;Муж;35;ИНЭКА;2009
3587;Муж;41;МГУП им. И. Федорова;2014
3588;Муж;36;ИНЭКА;2011
3590;Жен;42;СГА;N/A
3591;Жен;56;ТулГУ;1984
3592;Муж;42;РГТЭУ;1996
3593;Муж;43;УГАТУ;N/A
3594;Муж;33;ТТИ ЮФУ;2005
3596;Муж;32;СГУТиКД;2006
3597;Муж;54;РГАУ-МСХА им. Тимирязева;1988
3598;Жен;26;СГАУ;2014
3599;Муж;27;МарГТУ;2015
3600;Муж;25;КубГАУ;2015
3602;Муж;30;ИТА ЮФУ;2008
3603;Муж;37;МОСУ;2007
3604;Муж;35;ВИ;2003
3606;Жен;40;ГГАУ;2011
3607;Жен;35;СГУТиКД;2003
3608;Жен;36;КГУФКСТ;2000
3609;Муж;39;ТГАСУ;N/A
3611;Муж;39;КубГТУ;2006
3612;Муж;59;КубГАУ;1992
3613;Муж;44;КрасГАУ;2010
3614;Муж;40;ДГТУ;N/A
3615;Муж;55;БГТУ им. В. Г. Шухова;1988
3616;Муж;32;КубГУ;2006
3619;Жен;30;КубГТУ;N/A
3620;Муж;39;МЭСИ;N/A
3621;Муж;52;ПГТУ;2001
3622;Муж;28;ГГАУ;2010
3624;Муж;41;СПбГТИ;1999
3626;Жен;46;ДВГТУ;N/A
3628;Муж;34;ВЗФЭИ;2003
3629;Муж;32;СевКавГТУ;2006
3630;Муж;37;ЮЗГУ;2014
3631;Муж;41;ВЭПИ;2013
3635;Муж;27;БГТУ;N/A
3636;Муж;26;ПНИПУ;N/A
3637;Муж;31;ПНИПУ;2007
3639;Жен;26;ОГУ;2014
3640;Муж;42;КГЭУ;2013
3642;Муж;29;НИ;2009
3644;Муж;41;НИЯУ МИФИ;2004
3645;Муж;27;ЮФУ;2014
3646;Муж;37;ТТИ ЮФУ;2001
3648;Муж;41;БУПК;2010
3649;Муж;34;ОГАУ;2008
3650;Муж;29;ВЭПИ;2010
3651;Муж;23;ТГТУ;N/A
3653;Муж;23;ВГАСУ;N/A
3655;Муж;42;ЯрГУ им. П. Г. Демидова;N/A
3656;Муж;40;БГТУ им. Шухова;2010
3657;Муж;26;МИИТ;2011
3658;Муж;34;АТиСО;2004
3660;Жен;55;ЛГТУ;1984
3663;Муж;31;ТулГУ;2007
3664;Муж;40;РГОТУПС;2010
3665;Жен;35;ХГАЭиП;2006
3666;Муж;56;ЯГТУ;N/A
3667;Муж;31;БГТУ;N/A
3668;Муж;29;КГТА им. Дегтярева;2013
3669;Муж;37;МосУ МВД РФ;2009
3670;Муж;49;МИ;N/A
3673;Жен;54;ИГХТУ;1986
3674;Муж;25;КГТУ;2014
3675;Муж;25;СГА;2012
3676;Жен;41;ТвГУ;N/A
3677;Муж;35;КГТУ;N/A
3678;Муж;35;ВлГУ;N/A
3679;Муж;47;Финансовый университет;1999
3680;Муж;58;ВлГУ им. А.Г. и Н.Г. Столетовых;1986
3682;Муж;52;ПГУПС;1986
3683;Муж;28;СПбГУ;2009
3684;Муж;40;СПбГУТ им. Бонч-Бруевича;N/A
3686;Муж;40;МИУ;2008
3687;Муж;27;СПбГЭТУ;2013
3688;Муж;49;РГГУ;N/A
3689;Жен;45;РГПУ им. Герцена;1997
3690;Жен;25;Финансовый университет;2015
3691;Жен;57;СПбГТИ;1983
3692;Муж;60;СПбГПУ Политех;1983
3693;Муж;40;НИТУ МИСиС;2007
3696;Жен;37;РГППУ;N/A
3697;Жен;30;УрФУ;N/A
3698;Жен;45;УрФУ;N/A
3699;Муж;37;СПбГЭУ;2001
3700;Муж;41;СПбГУ;N/A
3701;Муж;25;СПбГЭТУ;2014
3702;Муж;51;СПбГПУ Политех;1989
3703;Муж;23;ТГСХА;2015
3704;Муж;44;УрФУ им. Б. Н. Ельцина;1995
3705;Жен;36;УрГЭУ;2010
3707;Муж;25;СПбГТИ;2013
3708;Муж;46;СПбГУКиТ;2002
3709;Муж;50;СПбГУАП;1989
3710;Муж;31;УрФУ;2012
3711;Муж;48;СПбГУАП;1994
3712;Муж;42;СПбГЭТУ;1998
3713;Муж;42;ВятГУ;1993
3714;Муж;51;УГТУ-УПИ им. Б. Н. Ельцина;1995
3718;Муж;30;ОГУ;2011
3719;Муж;31;АлтГУ;2007
3720;Муж;37;УГТУ-УПИ;2001
3721;Муж;35;ЮУрГУ;N/A
3725;Муж;20;МаГУ;N/A
3726;Муж;32;МФЮА;2007
3727;Муж;37;ЮУрГУ;2002
3729;Муж;42;КГТЭИ;1995
3730;Муж;25;ОмГУПС;N/A
3732;Жен;40;СибГУТИ;2009
3733;Жен;41;ВятГУ;2008
3734;Муж;37;КрасГАУ;2000
3735;Муж;39;СГГА;1999
3738;Муж;44;ХТИ;N/A
3739;Муж;43;ННГАСУ;1995
3740;Муж;36;ТоГУ;2005
3742;Муж;24;ВГУЭС;2014
3743;Муж;31;БрГУ;2011
3744;Муж;42;ТоГУ;1997
3745;Муж;28;СахГУ;N/A
3746;Муж;26;КрасГАУ;2015
3747;Муж;25;ВГАФК;N/A
3749;Муж;35;ЧГУ;2002
3751;Муж;41;КузГТУ;N/A
3752;Муж;46;ДВГТУ;1994
3753;Муж;29;МГТУ им. Н.Э. Баумана;2011
3754;Муж;30;ВГУЭС;2010
3755;Муж;30;ЯГСХА;2011
3756;Жен;34;УдГУ;N/A
3757;Муж;30;РГСУ;2009
3758;Муж;32;РМАТ;2006
3759;Муж;37;"МГТУ ""МАМИ""";N/A
3761;Муж;30;БрГУ;2009
3763;Жен;60;МГУПС-МИИТ;1978
3765;Муж;39;РГАЗУ;2002
3767;Жен;29;МГУТУ;2010
3769;Муж;52;МГУ;2011
3771;Муж;47;МИЭМ;1997
3772;Муж;35;ЮУрГУ;1999
3773;Муж;37;МИРЭА;2006
3774;Жен;30;МПСИ;N/A
3776;Муж;36;КГУ;N/A
3777;Муж;30;МАИ;2009
3778;Жен;49;МГУ;1991
3780;Муж;45;РГАЗУ;N/A
3781;Муж;33;РГОТУПС;N/A
3782;Муж;36;МБИ;2002
3784;Муж;38;РосНОУ;2005
3785;Муж;31;МГУПИ;N/A
3787;Муж;36;РГУФКСиТ;2005
3788;Муж;48;МАИ;1994
3789;Жен;36;МГУТУ;2006
3790;Муж;36;МИТХТ;N/A
3791;Муж;26;ГУУ;2012
3792;Жен;34;РУДН;2003
3793;Муж;28;МГУПИ;2010
3794;Муж;52;РГСУ;N/A
3796;Муж;32;МГППУ;2007
3797;Муж;34;РГУФКСиТ;2010
3798;Муж;35;НИЯУ МИФИ;1987
3799;Муж;34;РГГУ;2009
3800;Муж;32;МИИГАиК;2005
3801;Жен;34;МГОУ;2007
3803;Муж;25;АМИ;N/A
3804;Жен;46;МГУПП;1992
3805;Муж;30;МФЮА;N/A
3806;Муж;32;МИРЭА;N/A
3808;Муж;29;МАИ;2010
3809;Муж;36;МИИГАиК;2002
3810;Муж;29;МАБиУ;2011
3813;Муж;30;МГТУ им. Н.Э. Баумана;2009
3816;Жен;33;СГУ;2006
3817;Жен;24;МГГУ;2014
3818;Муж;29;ЕГУ им. Бунина;N/A
3820;Муж;49;МГТУ им. Н.Э. Баумана;1990
3821;Жен;30;МГЮА;2009
3822;Муж;30;АМИ;2012
3823;Муж;34;РГСУ;2009
3824;Жен;37;МГГУ;2002
3825;Муж;33;МПСИ;2005
3826;Муж;39;МГТУ им. Баумана;2000
3827;Муж;28;МГСУ-МИСИ;2010
3828;Жен;25;МГУТУ;2014
3829;Муж;30;МЭФИ;2009
3834;Муж;34;МАИ;2007
3835;Жен;32;МИУ;2009
3836;Муж;28;СГАУ;2014
3837;Муж;31;РГГУ;2009
3838;Муж;32;МГУПИ;2005
3840;Муж;37;МАТИ;2002
3843;Муж;30;ТГТУ;2008
3844;Жен;35;МАТИ;2005
3845;Муж;55;МФТИ;1984
3850;Жен;25;МГУПП;2013
3853;Муж;44;МГУ;1996
3854;Муж;24;МГОУ;2009
3856;Муж;30;МАТИ;2009
3858;Муж;35;МАДИ;N/A
3860;Жен;45;МАЭП;2014
3861;Муж;31;МПГУ;2008
3862;Муж;43;СамГТУ;N/A
3863;Муж;50;БГТУ;1989
3864;Муж;39;СамГТУ;N/A
3865;Муж;42;МГАКХиС;N/A
3866;Муж;31;МАТИ;2008
3867;Муж;52;ГГНИ им. Миллионщикова;1986
3868;Муж;28;МИФИ;2011
3869;Муж;30;ПВГУС;2008
3870;Муж;41;ПВГУС;2013
3873;Муж;40;МГОУ;N/A
3874;Муж;37;МосУ МВД РФ;N/A
3876;Жен;29;СамГТУ;2013
3877;Муж;31;МГУ;2011
3879;Муж;39;СГАП;1999
3880;Муж;34;МГУ им. Огарева;2005
3881;Муж;41;МГПИ им. Евсевьева;1998
3882;Муж;43;ПГТА;1998
3883;Муж;36;КГТУ;2008
3884;Муж;29;ПГУАС;2009
3885;Муж;32;КГТУ-КАИ им. Туполева;2008
3886;Муж;29;КГЭУ;2012
3887;Муж;39;СамГТУ;1999
3890;Муж;40;СамГТУ;N/A
3891;Муж;41;АГТУ;1997
3892;Жен;39;РМАТ;2008
3893;Муж;27;КГТУ;2012
3894;Муж;50;УГНТУ;1993
3895;Муж;45;УГНТУ;N/A
3896;Муж;30;ИНЭКА;2007
3897;Жен;44;ЧГУ им. Ульянова;2004
3898;Муж;32;СГАСУ;2006
3899;Муж;38;СамГУ;1999
3901;Жен;42;НГПУ;1998
3902;Муж;35;СВИ РВ;2003
3904;Жен;28;СПбГУП;N/A
3906;Муж;50;ВолгГАСУ;1991
3907;Муж;29;ВолгГТУ;2010
3908;Муж;33;НИ МГУ им. Огарева;2012
3911;Муж;30;УлГТУ;2007
3912;Жен;39;КГУ им. Ульянова-Ленина;1999
3913;Муж;36;УлГТУ;N/A
3914;Жен;46;ПГУАС;N/A
3915;Муж;31;СГЭУ;2007
3916;Муж;33;ТГУ;2008
3917;Муж;39;СГТУ;2011
3918;Муж;23;ЧГУ;2015
3919;Жен;36;ЧГУ им. Ульянова;N/A
3920;Муж;38;ТГУ;2000
3921;Муж;28;ЧГУ;2012
3923;Муж;33;ЮРГТУ;2005
3924;Муж;26;МГУПП;N/A
3927;Муж;25;РУДН;2012
3928;Муж;36;ЮРГТУ;2002
3929;Жен;34;НГМА;2005
3930;Муж;36;КубГУ;2008
3931;Жен;40;АТиСО;1998
3932;Муж;27;АГУ;2013
3933;Муж;32;УлГТУ;2011
3935;Муж;53;ОмГПУ;N/A
3936;Муж;30;РГЭУ РИНХ;2008
3938;Муж;35;ДГТУ;N/A
3939;Муж;28;КубГТУ;2010
3940;Муж;41;МГУТУ;2015
3941;Муж;35;ЧГУ;2005
3942;Муж;36;МОСУ;N/A
3944;Муж;27;ДГТУ;2011
3945;Муж;38;РГУПС;2006
3946;Муж;33;РГСУ;2011
3948;Муж;39;ДГУ;1999
3949;Муж;41;АГУ;2000
3950;Муж;33;ЮФУ;2003
3951;Муж;43;РАП;1993
3953;Жен;33;КубГУ;2005
3954;Муж;34;МГТУГА;2004
3955;Муж;38;СГУТиКД;N/A
3957;Муж;28;ЧГУ;2011
3958;Муж;28;ЧГУ;2015
3960;Жен;27;ИГАСУ;N/A
3962;Муж;30;РГСУ;N/A
3964;Жен;48;КФУ;1991
3966;Муж;36;МИГКУ;N/A
3968;Муж;35;ТГСХА;2003
3970;Муж;27;МГУ;2009
3972;Муж;34;СГАУ;2004
3973;Жен;26;МЭСИ;N/A
3974;Муж;31;ЮЗГУ;2007
3975;Муж;31;МГУТУ;N/A
3976;Муж;23;ОГУ;2015
3977;Муж;26;ВИСТех;N/A
3978;Муж;26;МГПУ;2014
3980;Жен;36;КБГУ им. Бербекова;2012
3981;Жен;30;СГАУ;2011
3982;Жен;31;КГМУ;2009
3983;Жен;30;ПГСГА;N/A
3984;Муж;30;СПбГМТУ;2009
3985;Муж;27;СПбГУАП;2008
3986;Муж;36;КузГТУ;2008
3989;Муж;30;БГУЭП;2009
3990;Муж;26;КГТУ-КАИ им. Туполева;2014
3991;Муж;31;ИрГУПС;2012
3993;Муж;39;ЮГУ;N/A
3994;Жен;60;МГУПП;1978
3996;Муж;41;УлГУ;1998
3997;Муж;43;СмолГУ;1995
3998;Муж;33;БГТУ им. Шухова;N/A
3999;Муж;22;НГТУ им. Алексеева;N/A
4001;Муж;28;БУКЭП;2012
4003;Муж;25;ВГУ;N/A
4008;Жен;39;УрГЭУ;2010
4010;Муж;27;РГРТУ;N/A
4011;Муж;33;РосНОУ;N/A
4012;Муж;25;СПбГЭТУ;2013
4013;Муж;46;МГУПС-МИИТ;1988
4015;Муж;41;ВГАВТ;N/A
4016;Муж;35;РГПУ им. Герцена;2003
4017;Муж;32;СГТУ им. Ю.А. Гагарина;2006
4019;Муж;23;КГАСУ;2015
4023;Муж;33;СГГА;2006
4024;Муж;36;НГТУ им. Алексеева;2003
4025;Муж;23;МИП;2011
4026;Муж;25;СПбГЭУ;N/A
4027;Муж;26;КубГУ;2013
4028;Муж;42;НГПУ;1997
4029;Жен;46;НГПУ;N/A
4030;Муж;22;ННГУ им. Лобачевского;2015
4031;Жен;29;ТГАСУ;N/A
4033;Жен;28;СПбГЭТУ;2012
4034;Муж;36;НГПУ;2002
4035;Муж;30;ОГУ;2008
4036;Жен;30;ВятГГУ;2008
4039;Муж;26;УГЛТУ;2014
4042;Жен;31;ОГУ;2009
4043;Жен;37;МИЭМП;2001
4044;Муж;41;НГТУ им. Алексеева;1999
4045;Муж;33;МИЭМП;2005
4046;Муж;24;КГТУ;2014
4050;Муж;28;ПГУ;N/A
4051;Муж;43;ВЭГУ;N/A
4053;Муж;33;КГЭУ;2013
4054;Жен;26;КФУ;2012
4055;Жен;25;СГТУ им. Ю.А. Гагарина;2015
4058;Жен;35;ХТИ;2003
4059;Муж;45;СГАУ им. Королева;1994
4060;Муж;32;ПВГУС;N/A
4062;Муж;31;МГУ;N/A
4063;Муж;39;ВПИ;2010
4064;Муж;36;МАЭП;2006
4065;Муж;31;СибГУТИ;2014
4067;Муж;28;МарГТУ;2008
4068;Жен;33;ХГУ;2006
4069;Муж;25;НГТУ им. Алексеева;2014
4070;Муж;48;ННГАСУ;1994
4072;Муж;52;СамГТУ;1987
4073;Муж;53;ИТА ЮФУ;N/A
4075;Муж;51;ТГТУ;1990
4076;Жен;38;РГЭУ РИНХ;1995
4078;Муж;29;СибГТУ;N/A
4079;Муж;27;ВолгГТУ;2013
4080;Муж;29;РАП;2010
4081;Муж;47;СамГТУ;1993
4082;Муж;24;СГЮА;2015
4083;Муж;30;СГА;N/A
4084;Муж;33;ВГУ;2005
4085;Муж;26;СГУ;N/A
4086;Муж;25;МГППУ;2014
4087;Муж;30;МГУПС;N/A
4088;Муж;27;НИУ МЭИ;2011
4089;Муж;42;ВятГСХА;1996
4090;Муж;33;СевКавГТУ;2006
4092;Муж;51;ВятГУ;1988
4093;Муж;37;ИГУ;2001
4095;Муж;35;СПбГУАП;2006
4096;Муж;21;ПГУ;N/A
4097;Муж;23;МГУПС;2015
4098;Муж;42;ВГПУ;2007
4100;Муж;37;СибАДИ;2002
4106;Муж;31;РПА МЮ РФ;2011
4108;Муж;33;МИПП;N/A
4109;Муж;53;МГТУ им. Н.Э. Баумана;N/A
4113;Муж;23;МГАУ им. Горячкина;2015
4114;Муж;28;СГУТиКД;2010
4115;Муж;26;ВПИ;2012
4116;Муж;55;РВИРВ им. Неделина;1983
4117;Муж;25;КубГТУ;N/A
4118;Муж;25;УрФУ;2013
4119;Муж;29;МГУПИ;N/A
4121;Муж;19;МГТУ им. Н.Э. Баумана;1945
4122;Муж;28;СГА;2010
4123;Муж;36;РГСУ;2006
4125;Муж;33;СевНТУ;2005
4128;Муж;39;СевНТУ;2007
4129;Муж;30;ЛГПУ;N/A
4130;Муж;43;ВолгГТУ;1997
4131;Муж;56;ДВГТУ;N/A
4133;Муж;37;ВВВУТ;2001
4134;Муж;39;СПбГУ;2013
4136;Муж;33;РГУНГ им. Губкина;N/A
4137;Муж;55;МФТИ;N/A
4138;Муж;34;МГОУ;2008
4139;Муж;27;ТюмГНГУ;2012
4140;Муж;33;КубГТУ;2011
4141;Муж;57;МАИ;1984
4142;Муж;25;МЭСИ;2007
4143;Муж;49;МАИ;1990
4144;Муж;24;МГИМО;2014
4146;Муж;33;РГСУ;2004
4148;Муж;25;УрФУ;2012
4149;Жен;33;МИЭТ;2005
4150;Муж;40;ВИ;1998
4151;Муж;49;НГУ;N/A
4153;Муж;44;МАДИ;1994
4154;Муж;37;КГАСУ;2002
4155;Жен;33;КГУ им. Ульянова-Ленина;N/A
4156;Жен;45;РЭУ им. Г. В. Плеханова;N/A
4157;Муж;33;КубГТУ;2005
4158;Муж;53;НИ МГУ им. Огарева;N/A
4159;Муж;40;ННГУ им. Лобачевского;1998
4162;Муж;19;МНЮИ;2014
4163;Муж;32;СГУ им. Чернышевского;2008
4165;Жен;39;СОГУ им. Хетагурова;N/A
4166;Муж;36;ДГУ;N/A
4167;Муж;28;ННГАСУ;2012
4168;Муж;24;МГТУ;2015
4169;Муж;26;ВПИ;N/A
4170;Муж;25;АГТУ;N/A
4171;Жен;37;РГТЭУ;N/A
4173;Муж;47;УГАТУ;N/A
4175;Муж;26;МИП;N/A
4178;Муж;41;"МГТУ ""МАМИ""";1998
4180;Жен;36;МФЮА;N/A
4182;Муж;26;РГТЭУ;2012
4184;Муж;49;ЧГПУ;N/A
4186;Муж;34;МОСУ;2009
4187;Муж;36;СГУ им. Чернышевского;2006
4188;Муж;26;ТулГУ;2015
4189;Жен;27;СГТУ;2011
4191;Муж;56;ВГТУ;N/A
4192;Муж;36;МФЮА;N/A
4193;Жен;40;БГСХА;2000
4198;Муж;36;СГАУ им. Королева;2002
4199;Муж;49;МарГТУ;1989
4200;Муж;25;БГСХА;2000
4201;Жен;26;ВГУЭС;2012
4202;Муж;30;УралГУФК;2013
4203;Муж;37;ПВГУС;2002
4204;Муж;29;МГУ им. адмирала Невельского;2009
4205;Муж;42;УлГТУ;N/A
4206;Муж;35;ВГУЭС;2006
4207;Муж;24;МГПИ им. Евсевьева;2007
4208;Жен;39;ТюмГУ;1999
4210;Муж;33;РГСУ;2013
4211;Муж;31;РГПУ им. Герцена;N/A
4212;Муж;32;МПГУ;N/A
4213;Муж;29;СГА;2008
4215;Муж;47;МФТИ;1995
4217;Муж;30;НИУ ВШЭ;2011
4218;Муж;37;МГИУ;N/A
4220;Муж;28;МГИМО;2012
4221;Муж;41;МГТУ им. Н.Э. Баумана;2001
4222;Муж;36;МАИ;2003
4225;Муж;36;ПИ СФУ;N/A
4227;Муж;29;МИРЭА;2011
4229;Жен;35;Финансовый университет;2003
4230;Жен;30;ТГУ им. Державина;2008
4231;Муж;43;МГУИЭ;1996
4232;Муж;21;ГУУ;N/A
4233;Муж;39;МГУТУ;N/A
4235;Муж;40;ВолгГТУ;N/A
4236;Муж;45;ВИСТех;N/A
4237;Жен;35;КНИТУ;2006
4238;Муж;37;СГТУ;2002
4239;Жен;28;РГСУ;2010
4240;Муж;34;АГУ;2007
4241;Муж;32;ЮФУ;2006
4243;Муж;47;МИИТ;N/A
4244;Муж;37;РЭУ им. Г. В. Плеханова;2013
4245;Муж;40;ТТИ ЮФУ;1999
4246;Муж;27;НИУ ВШЭ;N/A
4247;Муж;33;МГУПС-МИИТ;2005
4248;Жен;59;ИвГУ;N/A
4249;Муж;43;МГПУ;1995
4250;Муж;32;МГСУ-МИСИ;2006
4251;Муж;46;РУДН;N/A
4252;Муж;52;НИУ МЭИ;N/A
4254;Муж;48;ТГСХА;1999
4255;Муж;33;МГСУ-МИСИ;2005
4256;Муж;42;МГТУ им. Н.Э. Баумана;1997
4257;Муж;25;"МГТУ ""МАМИ""";2013
4258;Муж;50;РГАУ-МСХА им. Тимирязева;1993
4260;Муж;37;СГА;N/A
4262;Муж;33;КубГУ;2007
4263;Муж;29;СГУ;2009
4265;Муж;46;ПГУПС;1993
4266;Жен;33;МИП;2005
4267;Муж;39;МАДИ;2000
4268;Муж;40;КГТУ;N/A
4269;Муж;24;МИРЭА;2015
4271;Муж;54;РГГРУ;1985
4272;Муж;39;МГУЛ;1998
4273;Жен;27;НИУ ВШЭ;2011
4274;Муж;51;НГТУ;1987
4275;Муж;34;МИРЭА;2006
4276;Муж;41;МГАВТ;1997
4278;Муж;44;МГУПБ;1994
4279;Муж;34;МГИУ;N/A
4280;Муж;28;МГОУ им. Черномырдина;2011
4281;Муж;32;ННГУ им. Лобачевского;2007
4282;Муж;36;МИ;2002
4283;Муж;27;ННГУ им. Лобачевского;2012
4286;Жен;34;КГСХА;2004
4293;Муж;24;ЛГТУ;2015
4296;Муж;38;ЛГТУ;2001
4299;Жен;33;ЮФУ;2005
4300;Муж;26;ВГСХА;2013
4303;Жен;25;ЮУрГУ;N/A
4305;Муж;37;УрФУ;2003
4306;Муж;40;СурГУ;1998
4308;Муж;27;СПбГУАП;N/A
4309;Жен;50;ТюмГАСУ;1992
4310;Муж;37;СибАДИ;2001
4311;Муж;38;КГУ им. Ульянова-Ленина;2001
4312;Муж;26;КГТУ;N/A
4314;Жен;42;УрГПУ;2000
4315;Муж;31;УрФУ им. Б. Н. Ельцина;2008
4316;Муж;37;ЮУрГУ;2006
4317;Муж;27;ВолгГАСУ;2012
4318;Жен;58;УрФУ;1981
4319;Муж;40;МАИ;2001
4320;Муж;42;МГТУ им. Носова;2002
4321;Жен;28;ЧГУ им. Ульянова;N/A
4322;Муж;34;НГТУ;N/A
4323;Жен;37;РГТЭУ;2008
4325;Муж;34;СГУ;2004
4327;Муж;28;ТулГУ;2012
4328;Муж;52;СПбГУ ИТМО;1987
4329;Муж;31;СПбГПУ Политех;2009
4331;Муж;36;СГАУ;2002
4332;Муж;24;РАП;2014
4333;Муж;35;ПГУ;2003
4336;Жен;22;ЯрГУ им. П. Г. Демидова;2015
4337;Муж;35;СГА;2009
4339;Жен;20;МИИТ;N/A
4340;Муж;40;СПбГПУ Политех;1999
4341;Муж;38;ИНЭКА;2001
4342;Муж;27;ГУУ;N/A
4343;Муж;41;МГСУ-МИСИ;2005
4344;Муж;28;БелГУ;2011
4345;Муж;43;РГРТУ;N/A
4346;Жен;34;МГАКХиС;2009
4348;Муж;34;МИЭП;2008
4349;Муж;39;Финансовый университет;N/A
4351;Муж;32;МГТУ Станкин;2008
4354;Муж;37;СГТУ;2001
4355;Муж;40;ИНЭКА;2000
4356;Жен;38;ВИСТех;2000
4357;Муж;53;РосЗИТЛП;1991
4358;Муж;30;МАИ;2009
4360;Жен;49;ОГУ;1989
4362;Муж;41;УГТУ-УПИ;1997
