user_id,sex,age
5409,1,44.1
5411,1,29.6
5416,1,29.6
5418,1,23.0
5419,1,29.6
5422,1,28.4
5437,1,44.1
5439,1,30.3
5441,1,31.0
5443,1,31.0
5444,1,31.0
5451,1,46.2
5458,1,55.0
5459,1,30.8
5460,1,36.1
5466,1,53.4
5468,0,31.0
5470,1,49.7
5471,1,44.5
5474,1,31.3
5478,1,31.3
5480,1,37.9
5483,0,31.1
5491,1,30.9
5493,1,44.5
5499,1,32.2
5501,1,44.5
5502,1,32.2
5503,0,27.0
5510,1,32.2
5516,1,30.1
5523,1,30.1
5524,1,30.1
5536,1,29.5
5545,1,30.0
5560,0,30.9
5563,0,30.9
5565,1,39.6
5567,1,34.0
5574,1,31.1
5576,0,43.9
5582,1,44.5
5586,1,44.5
5588,1,35.2
5600,1,30.4
5601,1,30.4
5603,1,44.5
5605,1,36.2
5610,1,30.4
5611,1,30.4
5613,1,30.4
5614,1,30.4
5615,1,55.0
5616,1,30.2
5621,1,32.2
5625,0,42.9
5630,1,33.4
5639,1,33.4
5644,1,33.3
5646,1,33.3
5651,1,33.1
5657,1,45.3
5663,1,38.4
5664,1,33.3
5665,1,43.4
5667,1,42.7
5672,1,30.6
5673,1,33.2
5686,1,33.3
5688,1,45.3
5692,1,33.6
5694,1,33.8
5696,1,33.8
5699,1,36.8
5703,1,36.5
5705,1,38.9
5707,1,45.2
5714,1,47.4
5716,1,40.2
5719,0,34.5
5725,1,33.1
5728,1,45.4
5730,1,33.1
5731,1,33.1
5739,0,35.4
5755,1,45.4
5758,1,34.9
5763,1,35.2
5764,1,34.9
5766,1,33.2
5768,1,34.2
5773,1,33.2
5780,1,33.2
5786,1,32.6
5789,1,32.7
5791,1,33.2
5796,1,34.2
5798,1,33.2
5800,1,46.3
5803,1,33.2
5806,1,32.7
5810,1,32.5
5813,0,44.7
5820,1,46.3
5821,1,55.0
5822,1,35.0
5825,1,31.9
5828,0,44.7
5831,0,31.6
5837,1,45.4
5839,1,31.9
5840,1,45.4
5841,0,31.6
5862,1,32.7
5864,1,32.5
5866,1,33.6
5869,1,46.3
5870,1,41.0
5871,1,31.5
5873,1,44.1
5875,1,31.5
5880,1,46.3
5881,1,36.1
5887,1,28.1
5891,1,35.2
5898,1,47.1
5905,1,36.8
5907,0,38.3
5909,1,36.8
5910,1,36.8
5911,0,37.4
5916,1,33.1
5921,0,42.5
5923,1,29.3
5926,1,43.2
5934,1,29.6
5935,1,51.0
5938,1,30.7
5941,0,29.1
5943,1,29.6
5945,1,43.8
5949,1,46.0
5950,1,29.6
5954,0,44.4
5955,1,46.0
5958,1,27.2
5959,1,44.4
5960,1,29.6
5968,1,37.7
5970,1,32.1
5975,1,46.0
5977,1,25.4
5979,1,46.0
5983,1,31.2
5985,1,31.2
5986,1,31.7
5988,1,33.4
5991,1,38.5
6000,0,44.4
6002,1,34.8
6003,1,34.7
6009,1,34.7
6011,1,60.0
6012,1,34.7
6015,0,35.4
6018,1,33.7
6019,1,33.7
6020,0,33.8
6023,1,33.6
6026,0,33.8
6030,1,36.1
6038,1,36.4
6040,0,44.4
6042,1,31.5
6048,1,31.6
6054,1,29.9
6058,1,29.9
6062,1,43.8
6063,1,30.9
6066,1,30.9
6067,1,30.9
6071,1,30.7
6072,1,33.1
6073,1,29.5
6075,1,33.1
6076,0,44.4
6079,1,29.5
6080,1,29.5
6083,1,29.5
6086,1,27.3
6087,1,27.3
6091,1,46.9
6099,1,31.2
6102,1,27.7
6104,1,27.4
6105,1,27.4
6110,1,27.4
6111,0,26.3
6114,1,26.7
6118,1,29.4
6138,1,27.4
6142,1,27.4
6144,0,44.4
6146,0,45.9
6147,1,26.0
6150,1,41.9
6153,0,33.0
6158,1,43.9
6161,0,27.0
6162,1,42.2
6165,1,27.4
6167,1,43.6
6169,1,27.4
6170,1,28.4
6171,1,47.8
6173,1,27.4
6174,1,24.4
6176,1,27.4
6179,1,47.2
6187,1,27.4
6203,1,32.3
6215,1,46.4
6225,1,33.3
6226,1,32.5
6229,1,32.5
6230,0,43.2
6231,1,32.5
6232,1,46.5
6239,1,32.7
6240,1,38.8
6244,1,32.7
6247,1,46.9
6250,1,46.9
6253,1,32.7
6255,1,32.7
6258,1,32.7
6269,1,39.1
6270,1,32.1
6272,1,33.0
6276,1,31.0
6278,1,46.9
6279,1,32.3
6282,1,32.6
6283,1,46.9
6296,1,28.9
6306,1,40.6
6307,1,28.6
6311,1,29.1
6315,1,30.7
6317,1,46.9
6318,1,30.7
6319,0,34.4
6320,1,46.9
6324,1,30.7
6327,0,43.5
6335,1,46.9
6342,1,31.8
6344,0,32.1
6345,1,31.8
6348,1,31.8
6356,1,33.9
6364,1,42.1
6366,1,31.0
6367,1,46.9
6368,1,35.6
6372,1,30.4
6381,0,28.6
6382,1,28.4
6383,1,29.2
6386,1,29.2
6387,1,46.9
6392,1,44.9
6395,1,29.4
6398,0,43.4
6403,1,29.3
6404,1,46.9
6407,1,28.6
6411,0,43.4
6413,1,28.8
6416,0,29.2
6419,1,30.3
6424,1,30.0
6430,1,46.9
6432,0,30.7
6434,1,30.0
6437,1,55.0
6438,1,29.8
6440,1,46.9
6443,1,39.3
6447,1,27.4
6450,0,43.2
6452,1,29.8
6456,1,57.0
6457,1,46.9
6463,0,43.2
6465,1,31.4
6467,1,46.9
6468,1,29.9
6474,1,46.9
6480,1,46.9
6483,1,26.4
6486,1,29.1
6487,1,46.9
6496,1,37.9
6497,1,28.6
6499,1,27.7
6500,1,27.7
6505,1,37.1
6506,1,27.7
6507,1,45.5
6515,1,47.6
6533,1,30.1
6536,1,36.8
6538,1,28.2
6539,1,47.6
6540,1,29.5
6541,1,29.3
6543,1,29.5
6552,0,29.2
6557,1,60.0
6558,1,35.1
6563,1,29.5
6568,1,29.5
6569,1,29.5
6580,1,28.7
6583,0,25.4
6592,1,39.3
6594,1,29.7
6596,1,33.8
6598,1,44.5
6606,1,32.5
6613,1,32.5
6614,0,31.7
6616,1,33.7
6617,1,26.5
6623,1,31.9
6624,1,31.9
6626,1,29.8
6631,0,42.4
6632,1,31.9
6634,1,31.9
6635,1,29.0
6649,1,28.0
6651,1,28.0
6653,1,40.0
6654,1,34.9
6659,1,28.0
6661,1,26.5
6663,1,45.8
6665,1,46.6
6675,1,27.8
6676,1,34.9
6677,0,44.9
6678,1,45.6
6679,1,27.8
6682,1,45.6
6685,1,27.8
6688,1,45.6
6691,1,48.0
6693,1,34.5
6697,0,27.3
6699,1,45.6
6701,0,28.2
6703,1,27.8
6706,1,46.4
6708,1,27.8
6709,1,27.8
6710,1,27.8
6723,1,45.6
6724,1,45.6
6726,1,27.3
6729,1,34.9
6732,0,47.4
6734,1,26.6
6735,1,41.8
6739,0,26.5
6748,1,34.9
6753,1,29.7
6756,0,29.2
6758,1,29.7
6759,1,29.7
6763,1,29.7
6764,1,43.6
6766,0,44.9
6769,1,29.3
6771,0,29.2
6772,1,45.6
6779,0,44.9
6781,1,29.3
6783,1,29.7
6790,1,29.7
6791,1,29.7
6792,1,29.7
6793,1,45.6
6794,1,29.7
6795,1,29.7
6799,1,30.0
6800,1,33.5
6808,1,45.6
6810,1,29.9
6811,1,29.9
6812,1,28.3
6813,1,29.9
6814,1,29.9
6816,1,29.9
6818,1,45.6
6821,1,29.9
6827,1,29.9
6833,1,45.6
6836,1,29.9
6841,1,29.9
6842,0,44.6
6845,1,41.8
6846,1,32.0
6855,1,32.2
6856,1,31.4
6864,1,29.4
6866,1,45.6
6867,1,32.6
6869,1,34.1
6879,1,32.6
6880,1,32.6
6882,1,31.8
6886,1,45.6
6890,0,33.0
6893,1,29.6
6895,1,32.6
6896,1,32.6
6897,1,32.6
6898,1,32.6
6914,1,42.4
6923,1,34.8
6924,1,42.4
6925,1,33.8
6926,1,42.4
6931,0,35.2
6932,0,35.2
6933,1,34.8
6935,1,34.8
6936,1,28.9
6937,0,35.2
6938,0,38.2
6954,1,32.6
6955,1,42.4
6957,1,33.1
6961,1,33.1
6966,1,28.9
6972,1,38.2
6977,1,32.6
6981,1,32.6
6987,1,42.4
6989,1,32.6
6999,1,32.8
7000,1,32.8
7001,1,49.2
7006,1,33.4
7011,1,33.2
7019,0,50.9
7024,1,33.1
7032,1,33.1
7036,1,33.1
7037,1,33.1
7038,1,33.1
7042,0,33.3
7043,1,31.6
7044,1,30.3
7045,1,31.6
7047,0,30.0
7048,1,31.8
7050,0,32.7
7051,0,32.7
7052,1,47.0
7053,1,34.1
7054,1,32.8
7060,0,45.2
7066,1,30.7
7069,1,36.2
7076,1,30.3
7078,1,29.4
7080,0,29.0
7086,1,29.4
7089,1,45.1
7091,1,29.0
7094,1,45.1
7095,1,44.5
7100,0,28.6
7101,1,29.0
7104,1,29.2
7106,1,30.6
7108,1,45.1
7110,1,45.1
7112,1,47.7
7113,1,45.1
7115,1,27.9
7116,1,28.2
7117,1,44.5
7120,1,45.1
7124,1,28.0
7131,1,43.6
7132,1,55.0
7134,1,43.6
7137,1,26.2
7143,1,46.7
7148,1,28.2
7149,1,28.2
7150,1,43.6
7151,1,28.2
7155,1,28.2
7156,1,38.5
7160,1,28.2
7164,0,27.7
7176,1,28.2
7183,0,27.6
7185,1,28.2
7188,1,28.1
7191,1,29.5
7192,1,42.6
7193,0,28.9
7198,1,29.5
7199,1,29.5
7202,1,29.5
7209,1,29.8
7211,1,45.4
7218,1,30.8
7219,1,42.2
7220,1,42.2
7223,0,31.5
7224,1,32.5
7230,1,31.7
7232,1,32.1
7234,0,31.5
7237,1,32.1
7244,0,31.1
7245,1,33.2
7246,0,42.9
7248,1,42.9
7249,1,32.1
7250,1,32.1
7251,1,32.1
7258,1,34.5
7259,1,32.1
7262,1,42.9
7266,1,32.1
7268,1,32.1
7270,1,32.1
7272,1,34.6
7276,0,35.5
7279,1,42.9
7284,1,39.3
7291,1,40.6
7294,1,41.8
7295,0,43.1
7297,1,41.8
7300,1,43.6
7301,1,43.6
7305,1,43.6
7309,1,47.1
7314,1,42.2
7317,1,42.2
7319,1,42.2
7321,1,42.2
7323,0,43.4
7326,1,42.1
7328,1,42.1
7329,1,44.0
7337,1,36.6
7341,0,37.9
7342,1,44.8
7345,0,39.3
7348,1,44.1
7349,0,39.3
7352,1,39.7
7357,1,38.0
7358,1,30.6
7360,0,39.2
7361,0,43.1
7367,1,50.4
7368,1,43.1
7371,0,34.6
7374,1,43.3
7375,1,38.0
7376,1,36.8
7377,0,45.2
7379,1,38.0
7382,1,38.0
7388,1,38.0
7390,1,38.0
7399,1,39.0
7410,1,43.2
7413,0,38.4
7414,1,44.2
7415,1,37.2
7416,1,37.2
7419,1,43.3
7420,1,37.2
7424,1,49.8
7425,1,40.1
7431,1,38.2
7435,0,43.3
7436,1,36.9
7438,1,36.9
7439,1,36.9
7440,0,44.6
7441,1,36.9
7446,1,36.9
7452,1,36.9
7453,1,43.3
7455,1,51.2
7464,1,43.3
7468,1,37.1
7469,1,42.1
7471,1,46.1
7476,1,37.0
7477,1,37.0
7479,1,36.4
7486,1,28.7
7487,1,35.1
7489,1,44.5
7493,0,37.0
7494,0,42.1
7508,1,41.2
7513,1,36.6
7518,1,25.6
7524,1,36.2
7525,1,43.0
7526,1,37.0
7527,1,37.0
7532,1,37.0
7539,1,37.0
7540,1,33.8
7541,1,37.0
7542,0,37.0
7549,1,42.1
7550,0,34.9
7553,1,37.0
7557,1,37.0
7565,1,42.9
7567,1,36.5
7571,1,36.9
7577,1,37.2
7579,1,37.2
7581,1,37.1
7585,0,37.1
7586,1,44.5
7589,1,42.1
7594,1,37.1
7596,1,35.3
7599,1,37.1
7600,0,37.1
7601,1,38.1
7602,0,42.1
7604,0,42.1
7606,1,38.2
7612,1,37.8
7616,1,37.8
7617,1,37.8
7618,1,35.8
7619,1,43.1
7620,1,37.0
7621,0,37.0
7626,1,37.0
7627,1,37.0
7629,1,37.0
7631,1,37.0
7632,1,39.1
7633,1,37.0
7634,1,46.0
7638,1,36.3
7639,1,37.5
7642,1,37.5
7649,1,36.6
7651,1,40.0
7652,1,43.1
7653,1,37.5
7654,1,37.5
7656,1,37.5
7658,1,35.4
7660,1,37.5
7664,1,37.5
7666,0,43.1
7672,1,38.0
7673,1,38.0
7676,1,38.0
7681,1,38.0
7685,0,38.6
7698,1,34.0
7699,1,30.8
7701,1,37.3
7703,1,39.4
7712,1,34.7
7714,1,34.7
7715,1,34.7
7718,0,23.7
7728,0,43.0
7738,0,33.0
7739,0,33.0
7741,1,33.8
7745,1,34.2
7749,1,34.7
7750,1,36.5
7762,1,37.0
7766,1,36.4
7767,1,36.4
7772,0,32.4
7782,1,35.6
7787,1,35.6
7788,1,42.2
7791,1,35.3
7797,1,44.0
7799,1,52.0
7801,1,38.0
7804,0,44.0
7811,1,34.9
7812,0,33.6
7817,1,35.3
7818,1,35.3
7820,1,35.3
7825,0,34.5
7837,1,35.9
7838,1,35.9
7841,1,38.6
7846,1,38.5
7847,1,46.6
7848,1,45.1
7851,1,38.5
7859,1,44.4
7860,0,44.0
7862,1,29.2
7863,0,36.9
7870,1,29.2
7875,1,51.3
7877,1,38.1
7882,0,34.3
7891,1,33.1
7905,1,33.1
7906,1,42.6
7908,1,33.1
7909,1,33.1
7911,1,33.1
7913,1,33.1
7915,0,42.6
7916,1,42.6
7919,1,42.6
7921,1,33.1
7924,1,33.1
7925,1,42.6
7928,1,36.0
7935,1,33.1
7936,1,33.1
7939,1,41.0
7941,0,43.3
7943,0,33.1
7950,1,30.7
7964,1,33.2
7967,1,29.6
7969,1,33.2
7971,1,33.2
7973,1,43.6
7976,0,33.1
7977,1,33.2
7978,1,41.0
7982,1,31.8
7991,1,31.8
7993,1,31.8
7997,1,32.7
7999,1,31.8
8003,0,31.7
8006,1,37.5
8007,1,41.0
8011,1,31.8
8012,0,31.7
8023,1,31.8
8025,1,31.8
8026,1,31.8
8036,0,41.0
8038,1,33.5
8039,1,32.6
8040,1,30.1
8042,1,32.6
8043,1,44.5
8044,1,32.6
8048,1,32.6
8049,1,29.8
8051,1,33.5
8053,1,32.6
8054,1,41.0
8058,0,41.0
8065,1,32.6
8068,1,32.6
8071,1,41.0
8081,1,32.6
8084,1,32.1
8086,1,32.6
8088,1,32.6
8090,1,33.5
8092,1,34.0
8094,1,42.3
8100,1,42.3
8101,1,39.3
8103,1,42.3
8104,1,32.6
8109,1,32.8
8111,0,32.5
8120,1,33.5
8122,0,32.5
8126,1,32.6
8132,1,42.3
8134,0,32.5
8136,0,36.6
8143,0,42.3
8146,1,48.6
8151,1,44.5
8153,1,36.3
8160,0,38.4
8162,1,46.3
8163,1,37.1
8165,1,37.2
8167,1,54.8
8172,1,37.2
8176,0,27.6
8182,1,42.4
8183,1,44.1
8184,0,36.8
8185,1,25.0
8187,1,37.2
8192,1,38.0
8195,1,35.0
8197,1,36.4
8199,1,39.6
8202,1,35.9
8203,1,25.9
8205,1,43.3
8213,1,42.4
8216,1,41.5
8217,1,41.5
8229,1,42.4
8241,1,42.4
8242,1,37.7
8245,1,37.7
8248,0,42.4
8249,1,29.3
8252,1,34.7
8253,1,42.4
8271,1,34.3
8275,0,39.2
8277,1,32.6
8286,1,32.6
8291,1,32.6
8304,1,32.6
8305,1,39.2
8307,1,40.8
8308,0,32.0
8310,1,40.8
8318,1,32.6
8319,1,31.5
8327,1,32.6
8328,1,40.8
8334,1,40.8
8340,1,51.0
8344,1,32.2
8349,0,40.8
8356,1,31.2
8359,1,31.2
8360,1,30.5
8362,1,38.1
8364,1,41.6
8374,0,34.7
8375,1,41.6
8384,1,31.7
8386,1,33.1
8390,1,41.6
8391,1,41.6
8393,1,33.6
8394,0,33.5
8402,1,39.0
8406,1,39.0
8411,1,33.8
8419,1,42.9
8427,1,40.4
8428,1,41.9
8431,1,33.8
8436,1,44.5
8438,1,33.8
8441,1,40.0
8443,1,41.9
8444,1,30.7
8448,1,34.8
8451,1,42.0
8452,1,34.6
8453,1,35.6
8454,1,35.6
8455,1,41.9
8456,1,35.6
8457,0,32.0
8458,1,35.8
8460,1,35.2
8463,1,44.8
8465,1,41.9
8466,1,35.2
8468,1,23.6
8469,1,49.0
8478,1,35.2
8480,1,42.2
8481,1,35.2
8482,1,35.2
8492,0,55.5
8493,1,36.7
8495,1,42.2
8496,0,36.8
8502,1,28.5
8508,1,40.1
8509,1,40.1
8514,0,34.5
8515,1,34.6
8521,1,44.8
8525,1,42.3
8531,1,36.6
8532,1,37.4
8543,1,38.6
8544,1,35.9
8545,1,35.9
8549,1,55.1
8553,1,55.0
8554,1,57.0
8557,1,42.6
8563,1,42.6
8567,1,35.8
8576,1,42.0
8581,1,35.6
8586,1,45.2
8587,1,47.2
8589,1,42.8
8590,1,42.8
8593,1,36.4
8595,1,53.5
8597,1,36.4
8601,1,43.0
8604,1,36.4
8606,1,43.0
8612,1,42.8
8615,1,42.8
8617,1,35.6
8620,1,42.8
8621,0,34.3
8622,1,42.8
8624,1,49.0
8625,1,34.4
8627,1,31.0
8629,1,34.4
8630,1,43.0
8631,1,21.0
8632,1,43.0
8634,1,34.4
8636,1,34.4
8637,1,40.3
8640,0,34.3
8641,1,34.4
8643,0,34.3
8648,1,28.5
8651,1,43.0
8660,1,33.7
8661,1,33.2
8667,0,33.1
8673,1,25.4
8676,1,33.9
8678,1,33.6
8679,1,33.4
8681,1,33.6
8683,0,34.4
8684,1,40.9
8687,0,37.9
8689,1,42.2
8692,1,37.3
8694,1,40.8
8697,1,37.7
8700,0,43.0
8701,1,43.0
8702,1,35.6
8708,0,36.2
8709,1,35.6
8716,0,42.6
8717,1,29.2
8720,1,37.6
8724,1,37.6
8728,1,37.6
8730,1,38.1
8734,1,38.1
8738,1,40.2
8742,1,40.2
8743,1,40.2
8744,1,40.2
8745,1,36.8
8748,1,40.2
8750,1,40.2
8755,1,28.7
8762,1,42.4
8764,0,45.6
8770,1,35.7
8775,1,35.2
8778,1,36.6
8786,1,36.6
8789,1,39.5
8790,1,39.5
8803,0,38.6
8804,1,31.4
8807,1,39.4
8814,1,40.3
8822,1,42.6
8826,1,40.3
8829,1,42.6
8830,1,34.7
8834,1,38.4
8838,1,42.6
8839,1,56.2
8844,1,59.0
8846,1,47.2
8850,0,40.8
8851,1,45.0
8856,1,41.4
8858,1,41.4
8864,1,42.6
8865,1,42.6
8868,0,38.8
8875,1,49.0
8879,1,39.5
8880,1,27.1
8882,1,45.1
8884,1,39.5
8888,1,38.4
8893,1,37.4
8895,0,38.8
8896,1,57.0
8897,1,41.5
8898,1,38.4
8905,1,38.4
8906,1,49.0
8907,1,38.4
8912,1,36.3
8913,0,38.3
8914,1,34.5
8916,1,36.2
8917,1,42.6
8919,0,51.4
8925,1,35.9
8926,1,42.6
8928,0,58.0
8930,1,34.3
8932,0,42.6
8934,1,41.1
8939,1,48.2
8944,0,38.1
8946,1,37.6
8947,1,37.6
8950,1,35.7
8952,1,32.0
8954,0,53.0
8955,1,42.6
8958,0,35.8
8962,1,36.0
8966,1,48.3
8973,1,53.0
8984,1,42.6
8985,1,34.9
8987,0,40.3
8997,0,34.7
9001,1,49.7
9002,1,34.9
9003,1,34.9
9009,1,60.0
9010,0,34.7
9012,1,43.8
9013,1,51.0
9014,1,32.5
9017,1,34.9
9022,1,44.8
9023,1,35.6
9028,1,32.5
9029,1,35.6
9038,1,60.0
9052,1,37.6
9060,0,37.8
9061,1,43.8
9066,1,49.0
9071,1,43.8
9073,1,39.7
9075,0,39.4
9080,1,48.8
9082,1,54.0
9084,1,42.1
9095,1,35.2
9096,1,39.5
9097,1,53.0
9099,1,39.7
9106,1,39.5
9108,1,39.5
9120,1,39.4
9122,1,42.8
9128,1,38.2
9131,1,36.7
9134,1,36.7
9144,1,36.4
9146,1,36.7
9148,1,33.0
9151,1,36.7
9153,1,27.6
9154,0,39.6
9159,1,32.7
9161,1,52.6
9164,1,36.7
9167,1,36.7
9168,1,35.5
9169,0,33.0
9178,1,35.7
9180,1,36.1
9182,1,35.6
9184,1,43.4
9190,1,36.1
9192,0,36.5
9193,0,36.6
9194,1,37.5
9197,0,44.3
9198,1,35.9
9201,1,36.0
9205,1,36.0
9206,1,34.2
9211,1,41.2
9214,1,34.2
9216,1,40.3
9219,1,44.3
9227,1,38.1
9229,1,38.3
9232,1,38.3
9233,1,40.9
9234,1,40.9
9238,0,44.4
9239,1,33.7
9243,1,35.4
9254,1,36.3
9257,1,36.3
9258,1,36.3
9260,1,30.6
9261,1,36.2
9262,1,32.9
9264,1,36.2
9268,1,60.0
9272,1,44.4
9273,0,32.9
9276,1,44.4
9277,1,35.1
9280,1,44.4
9282,0,33.8
9284,1,28.8
9286,0,34.5
9287,1,53.5
9294,1,44.4
9295,1,42.9
9298,0,32.5
9299,1,36.4
9302,1,34.3
9304,1,38.2
9305,1,36.2
9309,1,36.2
9310,1,32.9
9312,1,36.4
9316,0,36.6
9321,1,34.6
9322,1,43.7
9323,1,34.8
9325,1,34.6
9326,1,33.7
9328,1,34.1
9329,0,33.5
9331,0,43.7
9335,1,43.7
9336,1,53.0
9340,1,32.3
9344,1,32.3
9346,1,40.9
9350,1,43.7
9354,1,30.8
9356,1,46.5
9357,1,39.2
9358,0,42.3
9360,1,32.5
9363,1,32.5
9369,1,42.3
9371,0,31.5
9372,1,32.5
9373,1,26.2
9380,1,29.0
9383,1,44.1
9390,1,32.5
9392,1,51.0
9403,1,32.5
9406,1,35.0
9412,1,32.5
9415,0,32.8
9416,1,33.6
9417,1,40.3
9421,1,32.9
9430,1,40.3
9431,1,41.4
9432,1,43.5
9447,1,40.3
9449,1,40.3
9452,0,33.4
9453,1,40.3
9456,1,38.1
9457,1,29.7
9459,1,33.8
9464,1,40.2
9474,1,32.8
9478,1,40.3
9484,1,51.0
9485,1,40.3
9488,1,39.5
9491,1,40.4
9494,1,39.0
9502,1,40.3
9503,0,38.0
9504,0,40.3
9506,0,43.0
9507,1,36.6
9509,1,39.3
9511,1,40.9
9514,1,40.4
9516,1,38.2
9517,1,42.2
9518,1,38.2
9523,1,37.4
9525,1,37.1
9531,1,37.9
9533,1,37.4
9534,1,37.4
9537,1,38.7
9538,0,34.1
9540,0,52.0
9550,1,38.8
9557,1,37.8
9558,1,36.8
9559,1,40.4
9561,1,41.8
9563,1,36.8
9568,1,36.8
9569,0,37.4
9575,1,37.4
9586,0,38.5
9587,1,34.0
9588,1,37.4
9590,1,37.4
9595,1,49.7
9598,1,34.1
9599,1,36.8
9602,1,40.6
9610,1,39.8
9618,1,40.6
9623,0,34.2
9624,1,34.3
9627,0,40.9
9629,1,40.9
9632,0,34.8
9640,1,40.9
9642,1,34.5
9643,0,27.0
9651,1,35.2
9652,1,35.2
9654,1,34.4
9655,1,38.6
9659,1,40.9
9663,1,34.8
9666,1,35.8
9668,1,25.6
9669,1,34.5
9670,1,34.8
9671,1,39.5
9672,1,34.8
9676,1,37.7
9677,1,39.5
9680,1,34.6
9683,0,39.5
9685,1,48.0
9687,1,34.8
9688,1,34.6
9691,1,37.3
9697,1,33.6
9699,1,32.5
9702,0,34.6
9706,0,32.4
9708,1,39.2
9714,1,26.0
9719,0,39.2
9725,1,25.6
9730,1,36.9
9735,1,36.9
9736,1,39.2
9737,1,36.9
9741,0,36.4
9747,1,60.0
9750,1,25.9
9752,1,41.5
9753,1,33.7
9755,1,34.3
9756,1,34.3
9758,1,39.2
9767,1,39.2
9768,1,39.2
9771,1,39.2
9773,1,39.2
9775,1,34.3
9777,1,55.0
9780,1,34.3
9783,1,35.1
9789,1,35.4
9790,1,35.1
9791,1,39.2
9792,0,33.6
9797,1,35.1
9802,1,35.1
9805,1,39.0
9806,0,37.0
9808,1,38.9
9810,0,60.0
9814,1,35.1
9815,1,49.7
9816,1,35.1
9820,1,35.1
9826,1,38.9
9836,0,37.9
9842,0,37.9
9844,1,55.3
9845,1,37.1
9846,1,37.1
9847,1,38.8
9850,1,37.1
9853,1,37.1
9855,0,30.1
9856,0,33.1
9860,1,37.0
9863,1,37.0
9868,1,39.0
9875,1,36.0
9877,1,36.0
9879,1,36.0
9884,1,36.0
9885,1,32.8
9889,0,39.7
9890,1,39.7
9892,1,39.7
9895,1,33.9
9896,0,36.3
9898,1,33.6
9901,1,36.0
9906,0,38.4
9907,1,53.9
9915,1,39.7
9930,1,39.7
9931,0,39.7
9938,1,36.8
9939,1,36.1
9944,1,37.1
9945,1,37.1
9948,0,57.0
9952,1,37.1
9955,1,36.4
9959,1,38.4
9960,0,41.5
9963,1,37.4
9968,1,24.5
9969,1,48.5
9970,1,36.4
9972,1,44.5
9979,1,36.4
9983,1,53.5
9986,1,36.0
9987,1,36.4
9991,1,37.0
9998,1,35.7
10003,1,35.7
10004,0,35.6
10007,1,34.9
10010,1,35.7
10014,1,35.7
10016,1,35.8
10018,1,35.5
10019,1,35.5
10022,1,36.8
10024,1,40.9
10030,1,36.8
10032,1,40.8
10033,1,37.0
10034,1,36.8
10035,1,39.9
10036,0,36.8
10038,1,36.6
10045,1,36.6
10046,1,40.8
10055,1,36.6
10057,1,26.0
10066,1,39.8
10067,1,39.8
10069,1,39.8
10075,1,35.3
10077,1,35.3
10078,1,35.3
10079,1,39.7
10080,1,38.5
10085,1,36.1
10086,0,35.2
10088,1,26.5
10089,1,35.7
10090,1,40.6
10091,1,35.8
10094,1,18.0
10095,1,40.6
10104,1,36.8
10105,1,40.7
10110,1,40.7
10118,1,44.2
10123,1,33.4
10127,1,33.4
10130,1,34.1
10131,1,34.4
10135,1,44.7
10140,1,46.0
10141,0,34.0
10145,1,34.1
10147,0,44.3
10153,1,34.1
10155,1,33.1
10156,1,34.1
10159,0,38.3
10160,1,33.9
10161,1,52.0
10163,1,35.7
10166,1,41.3
10168,1,41.3
10170,1,32.3
10172,1,34.7
10175,1,43.6
10179,1,42.1
10183,1,29.4
10184,1,23.0
10186,1,33.1
10188,1,41.3
10192,1,34.9
10194,1,29.0
10196,1,36.3
10201,1,44.5
10213,1,36.6
10220,1,34.5
10222,1,42.1
10224,1,32.3
10226,0,41.7
10228,1,36.0
10229,1,36.5
10237,1,36.0
10239,1,36.0
10243,1,42.8
10244,1,57.0
10246,1,36.0
10253,0,37.3
10254,1,41.7
10255,1,36.0
10256,1,36.0
10259,1,38.3
10271,1,36.0
10278,1,35.3
10281,1,35.5
10283,0,30.7
10286,1,39.8
10287,1,28.1
10293,1,32.7
10294,1,33.7
10296,1,34.5
10298,1,33.4
10303,0,37.5
10309,1,35.1
10312,1,37.8
10313,1,36.9
10315,0,35.9
10316,0,37.8
10317,1,33.9
10325,1,34.1
10328,1,34.1
10333,0,33.0
10336,0,38.2
10337,1,27.0
10339,1,38.2
10343,1,34.9
10344,1,30.5
10346,1,34.9
10353,1,57.0
10355,1,34.9
10359,1,42.3
10360,1,34.9
10361,1,51.3
10363,1,35.7
10364,1,36.6
10365,1,37.5
10370,1,34.6
10372,1,35.2
10375,1,35.2
10376,1,51.3
10383,1,37.5
10385,1,34.5
10388,1,31.7
10389,0,37.5
10390,1,33.1
10391,1,35.2
10393,1,35.2
10398,1,35.2
10399,0,35.7
10400,1,35.2
10403,1,44.5
10405,1,35.3
10408,1,34.0
10409,1,34.9
10415,1,34.7
10420,1,25.6
10423,1,30.9
10424,0,32.6
10426,1,45.0
10427,1,32.6
10431,1,37.0
10433,1,37.5
10439,1,33.9
10442,0,34.0
10447,1,33.9
10450,1,33.9
10452,1,33.9
10456,1,32.5
10460,1,34.9
10464,1,37.1
10465,1,36.5
10467,1,35.4
10470,1,35.4
10472,1,35.4
10474,1,35.4
10477,1,35.4
10479,1,36.5
10481,1,34.2
10486,1,38.5
10488,1,35.7
10491,0,30.8
10496,1,35.4
10499,1,35.4
10500,1,40.1
10502,1,41.4
10510,0,35.5
10515,1,34.6
10520,1,34.6
10521,1,37.3
10527,1,39.6
10528,1,56.0
